superregion2,iso3,age,female,urban,edu,year,varnum,v52_type,v52_type_desc,median,upperci_95,lowerci_95
FSU,KAZ,999.0,999,999,999,2018,52,3,3: Micronutrients,4.80972211849669,8.0717905175874,3.05525225434982
SSA,KEN,999.0,999,999,999,2018,52,3,3: Micronutrients,4.01991080359038,8.26480627619654,2.15759101258552
FSU,KGZ,999.0,999,999,999,2018,52,3,3: Micronutrients,4.01631004909591,6.893800517154,2.57933950534768
Asia,KHM,999.0,999,999,999,2018,52,3,3: Micronutrients,3.04554072160732,5.17563227813847,1.89862163517706
Asia,KIR,999.0,999,999,999,2018,52,3,3: Micronutrients,4.36319295355176,7.11215595003048,2.7834002375597
Asia,KOR,999.0,999,999,999,2018,52,3,3: Micronutrients,5.76483022023899,10.0407785847543,3.46937895145807
MENA,KWT,999.0,999,999,999,2018,52,3,3: Micronutrients,2.87223841298694,5.19163147517657,1.64564969147816
Asia,LAO,999.0,999,999,999,2018,52,3,3: Micronutrients,2.41649750004333,4.11211899058213,1.4649031385269
MENA,LBN,999.0,999,999,999,2018,52,3,3: Micronutrients,2.30573550715172,2.97725879975674,1.90699989074517
SSA,LBR,999.0,999,999,999,2018,52,3,3: Micronutrients,1.15224047160008,2.51276990259832,0.552613322123402
MENA,LBY,999.0,999,999,999,2018,52,3,3: Micronutrients,0.15109390111949,0.482016448392329,0.0504467106607332
LAC,LCA,999.0,999,999,999,2018,52,3,3: Micronutrients,2.6178456582063,4.2846364039454,1.64326634896766
SAARC,LKA,999.0,999,999,999,2018,52,3,3: Micronutrients,1.8713940655264,3.1776995469307,1.11966871976891
SSA,LSO,999.0,999,999,999,2018,52,3,3: Micronutrients,2.34782035202823,4.75484294427424,1.22334042864742
FSU,LTU,999.0,999,999,999,2018,52,3,3: Micronutrients,5.23469417856019,8.846186873508,3.31569996056068
HIC,LUX,999.0,999,999,999,2018,52,3,3: Micronutrients,3.96298040431744,5.93569732516937,2.76018768327286
